2025-08-21 17:05:28 | INFO     | __init__             | 📀 Database inicializado: C:\ProgramData\anaconda3\envs\bet365\lol_api\data\lol_odds.db
2025-08-21 17:05:28 | INFO     | run_update           | ============================================================
2025-08-21 17:05:28 | INFO     | run_update           | 🚀 INICIANDO ATUALIZAÇÃO DO BANCO DE ODDS LOL
2025-08-21 17:05:28 | INFO     | run_update           | ============================================================
2025-08-21 17:05:28 | INFO     | run_update           | 
📅 FASE 1: Buscando eventos...
2025-08-21 17:05:28 | INFO     | fetch_upcoming_events | 🔍 Buscando eventos para os próximos 10 dias
2025-08-21 17:05:28 | INFO     | fetch_upcoming_events | 📅 Buscando eventos para 2025-08-21
2025-08-21 17:05:37 | INFO     | fetch_upcoming_events |    ✅ 17 jogos de LoL encontrados
2025-08-21 17:05:37 | INFO     | fetch_upcoming_events | 📅 Buscando eventos para 2025-08-22
2025-08-21 17:05:37 | INFO     | fetch_upcoming_events |    ✅ 18 jogos de LoL encontrados
2025-08-21 17:05:37 | INFO     | fetch_upcoming_events | 📅 Buscando eventos para 2025-08-23
2025-08-21 17:05:38 | INFO     | fetch_upcoming_events |    ✅ 15 jogos de LoL encontrados
2025-08-21 17:05:38 | INFO     | fetch_upcoming_events | 📅 Buscando eventos para 2025-08-24
2025-08-21 17:05:38 | INFO     | fetch_upcoming_events |    ✅ 8 jogos de LoL encontrados
2025-08-21 17:05:38 | INFO     | fetch_upcoming_events | 📅 Buscando eventos para 2025-08-25
2025-08-21 17:05:38 | INFO     | fetch_upcoming_events |    ✅ 6 jogos de LoL encontrados
2025-08-21 17:05:38 | INFO     | fetch_upcoming_events | 📅 Buscando eventos para 2025-08-26
2025-08-21 17:05:39 | INFO     | fetch_upcoming_events |    ✅ 6 jogos de LoL encontrados
2025-08-21 17:05:39 | INFO     | fetch_upcoming_events | 📅 Buscando eventos para 2025-08-27
2025-08-21 17:05:39 | INFO     | fetch_upcoming_events |    ✅ 3 jogos de LoL encontrados
2025-08-21 17:05:39 | INFO     | fetch_upcoming_events | 📅 Buscando eventos para 2025-08-28
2025-08-21 17:05:40 | INFO     | fetch_upcoming_events |    ✅ 2 jogos de LoL encontrados
2025-08-21 17:05:40 | INFO     | fetch_upcoming_events | 📅 Buscando eventos para 2025-08-29
2025-08-21 17:05:40 | INFO     | fetch_upcoming_events |    ℹ️  Nenhum jogo de LoL encontrado
2025-08-21 17:05:40 | INFO     | fetch_upcoming_events | 📅 Buscando eventos para 2025-08-30
2025-08-21 17:05:40 | INFO     | fetch_upcoming_events |    ✅ 1 jogos de LoL encontrados
2025-08-21 17:05:40 | INFO     | fetch_upcoming_events | 📅 Buscando eventos para 2025-08-31
2025-08-21 17:05:41 | INFO     | fetch_upcoming_events |    ✅ 1 jogos de LoL encontrados
2025-08-21 17:05:41 | INFO     | fetch_upcoming_events | 📊 Total de eventos encontrados: 77
2025-08-21 17:05:41 | INFO     | save_events          | ✅ Novo evento: GIANTX PRIDE vs Los Heretics - LOL - Superliga Summer Split Playoffs
2025-08-21 17:05:41 | INFO     | save_events          | 📝 Eventos processados - Novos: 1, Existentes: 76, Times criados: 1
2025-08-21 17:05:41 | INFO     | run_update           | ✅ Fase 1 concluída - 1 novos eventos adicionados
2025-08-21 17:05:41 | INFO     | run_update           | 
💰 FASE 2: Atualizando odds...
2025-08-21 17:05:42 | INFO     | fetch_and_save_odds  | 💰 Coletando odds para 77 eventos em lotes de 10
2025-08-21 17:05:42 | INFO     | fetch_and_save_odds  |    📦 Processando lote 1/8
2025-08-21 17:05:43 | INFO     | fetch_and_save_odds  |    📦 Processando lote 2/8
2025-08-21 17:05:44 | INFO     | fetch_and_save_odds  |    📦 Processando lote 3/8
2025-08-21 17:05:45 | INFO     | fetch_and_save_odds  |    📦 Processando lote 4/8
2025-08-21 17:05:47 | INFO     | fetch_and_save_odds  |    📦 Processando lote 5/8
2025-08-21 17:05:50 | INFO     | fetch_and_save_odds  |    📦 Processando lote 6/8
2025-08-21 17:05:52 | INFO     | fetch_and_save_odds  |    📦 Processando lote 7/8
2025-08-21 17:05:54 | INFO     | fetch_and_save_odds  |    📦 Processando lote 8/8
2025-08-21 17:05:54 | INFO     | fetch_and_save_odds  | 📊 Coleta finalizada: 77/77 eventos com odds
2025-08-21 17:05:54 | INFO     | run_update           | ✅ Fase 2 concluída - 77 eventos com odds atualizadas
2025-08-21 17:05:54 | INFO     | run_update           | 💾 Dashboard salvo em: C:\ProgramData\anaconda3\envs\bet365\lol_api\reports\dashboard_20250821_170554.txt
2025-08-21 17:05:54 | INFO     | run_update           | 
✅ ATUALIZAÇÃO COMPLETA EM 26.7 SEGUNDOS
2025-08-21 17:05:54 | INFO     | close                | 🔌 Conexões fechadas
