2025-08-21 11:12:22 | INFO     | __init__             | 📀 Database inicializado: C:\ProgramData\anaconda3\envs\bet365\lol_api\data\lol_odds.db
2025-08-21 11:12:22 | INFO     | run_update           | ============================================================
2025-08-21 11:12:22 | INFO     | run_update           | 🚀 INICIANDO ATUALIZAÇÃO DO BANCO DE ODDS LOL
2025-08-21 11:12:22 | INFO     | run_update           | ============================================================
2025-08-21 11:12:22 | INFO     | run_update           | 
📅 FASE 1: Buscando eventos...
2025-08-21 11:12:22 | INFO     | fetch_upcoming_events | 🔍 Buscando eventos para os próximos 10 dias
2025-08-21 11:12:22 | INFO     | fetch_upcoming_events | 📅 Buscando eventos para 2025-08-21
2025-08-21 11:12:23 | INFO     | fetch_upcoming_events |    ✅ 17 jogos de LoL encontrados
2025-08-21 11:12:23 | INFO     | fetch_upcoming_events | 📅 Buscando eventos para 2025-08-22
2025-08-21 11:12:24 | INFO     | fetch_upcoming_events |    ✅ 15 jogos de LoL encontrados
2025-08-21 11:12:24 | INFO     | fetch_upcoming_events | 📅 Buscando eventos para 2025-08-23
2025-08-21 11:12:24 | INFO     | fetch_upcoming_events |    ✅ 14 jogos de LoL encontrados
2025-08-21 11:12:24 | INFO     | fetch_upcoming_events | 📅 Buscando eventos para 2025-08-24
2025-08-21 11:12:25 | INFO     | fetch_upcoming_events |    ✅ 8 jogos de LoL encontrados
2025-08-21 11:12:25 | INFO     | fetch_upcoming_events | 📅 Buscando eventos para 2025-08-25
2025-08-21 11:12:25 | INFO     | fetch_upcoming_events |    ✅ 6 jogos de LoL encontrados
2025-08-21 11:12:25 | INFO     | fetch_upcoming_events | 📅 Buscando eventos para 2025-08-26
2025-08-21 11:12:26 | INFO     | fetch_upcoming_events |    ✅ 6 jogos de LoL encontrados
2025-08-21 11:12:26 | INFO     | fetch_upcoming_events | 📅 Buscando eventos para 2025-08-27
2025-08-21 11:12:26 | INFO     | fetch_upcoming_events |    ✅ 3 jogos de LoL encontrados
2025-08-21 11:12:26 | INFO     | fetch_upcoming_events | 📅 Buscando eventos para 2025-08-28
2025-08-21 11:12:26 | INFO     | fetch_upcoming_events |    ✅ 2 jogos de LoL encontrados
2025-08-21 11:12:26 | INFO     | fetch_upcoming_events | 📅 Buscando eventos para 2025-08-29
2025-08-21 11:12:27 | INFO     | fetch_upcoming_events |    ℹ️  Nenhum jogo de LoL encontrado
2025-08-21 11:12:27 | INFO     | fetch_upcoming_events | 📅 Buscando eventos para 2025-08-30
2025-08-21 11:12:27 | INFO     | fetch_upcoming_events |    ✅ 1 jogos de LoL encontrados
2025-08-21 11:12:27 | INFO     | fetch_upcoming_events | 📅 Buscando eventos para 2025-08-31
2025-08-21 11:12:28 | INFO     | fetch_upcoming_events |    ✅ 1 jogos de LoL encontrados
2025-08-21 11:12:28 | INFO     | fetch_upcoming_events | 📊 Total de eventos encontrados: 73
2025-08-21 11:12:28 | INFO     | save_events          | ✅ Novo evento: DOCISK vs Back2TheGame - LOL - Rift Legends Summer
2025-08-21 11:12:28 | INFO     | save_events          | ✅ Novo evento: Fuego vs Zeu5 Esports - LOL - LRN Split 2 Playoffs
2025-08-21 11:12:28 | INFO     | save_events          | ✅ Novo evento: Estral Esports vs SDM Tigers - LOL - LRN Split 2 Playoffs
2025-08-21 11:12:28 | INFO     | save_events          | ✅ Novo evento: Maze Gaming vs Seven Dark - LOL - LRS Split 2 Playoffs
2025-08-21 11:12:28 | INFO     | save_events          | ✅ Novo evento: Shopify Rebellion vs FlyQuest - LOL - LTA North Split 3
2025-08-21 11:12:28 | INFO     | save_events          | 📝 Eventos processados - Novos: 5, Existentes: 68, Times criados: 5
2025-08-21 11:12:28 | INFO     | run_update           | ✅ Fase 1 concluída - 5 novos eventos adicionados
2025-08-21 11:12:28 | INFO     | run_update           | 
💰 FASE 2: Atualizando odds...
2025-08-21 11:12:28 | INFO     | fetch_and_save_odds  | 💰 Coletando odds para 84 eventos
2025-08-21 11:12:28 | INFO     | fetch_and_save_odds  |    [1/84] Gen.G.GA vs T1.EA
2025-08-21 11:12:28 | INFO     | fetch_and_save_odds  |       ✅ Odds salvas com sucesso
2025-08-21 11:12:29 | INFO     | fetch_and_save_odds  |    [2/84] DN Freecs.Ch vs Dplus KIA.Ch
2025-08-21 11:12:29 | INFO     | fetch_and_save_odds  |       ✅ Odds salvas com sucesso
2025-08-21 11:12:29 | INFO     | fetch_and_save_odds  |    [3/84] DRX vs DN Freecs
2025-08-21 11:12:30 | INFO     | fetch_and_save_odds  |       ✅ Odds salvas com sucesso
2025-08-21 11:12:30 | INFO     | fetch_and_save_odds  |    [4/84] LGD Gaming vs ThunderTalk Gaming
2025-08-21 11:12:30 | INFO     | fetch_and_save_odds  |       ✅ Odds salvas com sucesso
2025-08-21 11:12:31 | INFO     | fetch_and_save_odds  |    [5/84] Deep Cross Gaming vs Frank Esports
2025-08-21 11:12:31 | INFO     | fetch_and_save_odds  |       ✅ Odds salvas com sucesso
2025-08-21 11:12:32 | INFO     | fetch_and_save_odds  |    [6/84] Gen.G vs Nongshim RedForce
2025-08-21 11:12:32 | INFO     | fetch_and_save_odds  |       ✅ Odds salvas com sucesso
2025-08-21 11:12:33 | INFO     | fetch_and_save_odds  |    [7/84] FunPlus Phoenix vs Anyone's Legend
2025-08-21 11:12:33 | INFO     | fetch_and_save_odds  |       ✅ Odds salvas com sucesso
2025-08-21 11:12:33 | INFO     | fetch_and_save_odds  |    [8/84] DRX.Ch vs KT Rolster.Ch
2025-08-21 11:12:34 | INFO     | fetch_and_save_odds  |       ✅ Odds salvas com sucesso
2025-08-21 11:12:34 | INFO     | fetch_and_save_odds  |    [9/84] Nongshim.EA vs Hanwha Life Esports.Ch
2025-08-21 11:12:35 | INFO     | fetch_and_save_odds  |       ✅ Odds salvas com sucesso
2025-08-21 11:12:35 | INFO     | fetch_and_save_odds  |    [10/84] KT Rolster vs Hanwha Life Esports
2025-08-21 11:12:36 | INFO     | fetch_and_save_odds  |       ✅ Odds salvas com sucesso
2025-08-21 11:12:36 | INFO     | fetch_and_save_odds  |    [11/84] Ultra Prime vs Edward Gaming
2025-08-21 11:12:37 | INFO     | fetch_and_save_odds  |       ✅ Odds salvas com sucesso
2025-08-21 11:12:37 | INFO     | fetch_and_save_odds  |    [12/84] OKSavingsBank BRION vs BNK FearX
2025-08-21 11:12:37 | INFO     | fetch_and_save_odds  |       ✅ Odds salvas com sucesso
2025-08-21 11:12:38 | INFO     | fetch_and_save_odds  |    [13/84] JD Gaming vs Bilibili Gaming
2025-08-21 11:12:38 | INFO     | fetch_and_save_odds  |       ✅ Odds salvas com sucesso
2025-08-21 11:12:38 | INFO     | fetch_and_save_odds  |    [14/84] Besiktas Esports vs The Forbidden Five
2025-08-21 11:12:39 | INFO     | fetch_and_save_odds  |       ✅ Odds salvas com sucesso
2025-08-21 11:12:39 | INFO     | fetch_and_save_odds  |    [15/84] BoostGate Esports vs ULF Esports
2025-08-21 11:12:40 | INFO     | fetch_and_save_odds  |       ✅ Odds salvas com sucesso
2025-08-21 11:12:40 | INFO     | fetch_and_save_odds  |    [16/84] Los Ratones vs Rich Gang
2025-08-21 11:12:41 | INFO     | fetch_and_save_odds  |       ✅ Odds salvas com sucesso
2025-08-21 11:12:41 | INFO     | fetch_and_save_odds  |    [17/84] Galions vs Joblife
2025-08-21 11:12:41 | INFO     | fetch_and_save_odds  |       ✅ Odds salvas com sucesso
2025-08-21 11:12:42 | INFO     | fetch_and_save_odds  |    [18/84] Los Heretics vs UCAM Esports
2025-08-21 11:12:42 | INFO     | fetch_and_save_odds  |       ✅ Odds salvas com sucesso
2025-08-21 11:12:42 | INFO     | fetch_and_save_odds  |    [19/84] Dark Passage vs Papara SuperMassive
2025-08-21 11:12:43 | INFO     | fetch_and_save_odds  |       ✅ Odds salvas com sucesso
2025-08-21 11:12:43 | INFO     | fetch_and_save_odds  |    [20/84] A One Man Army vs Myth Esports
2025-08-21 11:12:44 | INFO     | fetch_and_save_odds  |       ✅ Odds salvas com sucesso
2025-08-21 11:12:44 | INFO     | fetch_and_save_odds  |    [21/84] Partizan Sangal vs Lenovo Legion Honved
2025-08-21 11:12:44 | INFO     | fetch_and_save_odds  |       ✅ Odds salvas com sucesso
2025-08-21 11:12:45 | INFO     | fetch_and_save_odds  |    [22/84] Bushido Wildcats vs Misa Esports
2025-08-21 11:12:45 | INFO     | fetch_and_save_odds  |       ✅ Odds salvas com sucesso
2025-08-21 11:12:45 | INFO     | fetch_and_save_odds  |    [23/84] Senshi eSports vs Aurora
2025-08-21 11:12:46 | INFO     | fetch_and_save_odds  |       ✅ Odds salvas com sucesso
2025-08-21 11:12:46 | INFO     | fetch_and_save_odds  |    [24/84] Keypulse Esports vs The Otter Side
2025-08-21 11:12:47 | INFO     | fetch_and_save_odds  |       ✅ Odds salvas com sucesso
2025-08-21 11:12:47 | INFO     | fetch_and_save_odds  |    [25/84] Karmine Corp Blue vs Vitality.Bee
2025-08-21 11:12:47 | INFO     | fetch_and_save_odds  |       ✅ Odds salvas com sucesso
2025-08-21 11:12:48 | INFO     | fetch_and_save_odds  |    [26/84] BK ROG Esports vs Ici Japon Corp. Esport
2025-08-21 11:12:48 | INFO     | fetch_and_save_odds  |       ✅ Odds salvas com sucesso
2025-08-21 11:12:49 | INFO     | fetch_and_save_odds  |    [27/84] DarkZero vs Winthrop University
2025-08-21 11:12:49 | INFO     | fetch_and_save_odds  |       ✅ Odds salvas com sucesso
2025-08-21 11:12:49 | INFO     | fetch_and_save_odds  |    [28/84] Odivelas Sports Club vs Diver
2025-08-21 11:12:50 | INFO     | fetch_and_save_odds  |       ✅ Odds salvas com sucesso
2025-08-21 11:12:50 | INFO     | fetch_and_save_odds  |    [29/84] T1.EA vs BNK FearX.Y
2025-08-21 11:12:51 | INFO     | fetch_and_save_odds  |       ✅ Odds salvas com sucesso
2025-08-21 11:12:51 | INFO     | fetch_and_save_odds  |    [30/84] Dplus KIA.Ch vs OKSavingsBank BRION.Ch
2025-08-21 11:12:53 | INFO     | fetch_and_save_odds  |       ✅ Odds salvas com sucesso
2025-08-21 11:12:54 | INFO     | fetch_and_save_odds  |    [31/84] Nongshim RedForce vs T1
2025-08-21 11:12:54 | INFO     | fetch_and_save_odds  |       ✅ Odds salvas com sucesso
2025-08-21 11:12:55 | INFO     | fetch_and_save_odds  |    [32/84] Invictus Gaming vs FunPlus Phoenix
2025-08-21 11:12:55 | INFO     | fetch_and_save_odds  |       ✅ Odds salvas com sucesso
2025-08-21 11:12:55 | INFO     | fetch_and_save_odds  |    [33/84] PSG Talon vs DetonatioN FocusMe
2025-08-21 11:12:56 | INFO     | fetch_and_save_odds  |       ✅ Odds salvas com sucesso
2025-08-21 11:12:56 | INFO     | fetch_and_save_odds  |    [34/84] Dplus KIA vs DRX
2025-08-21 11:12:56 | INFO     | fetch_and_save_odds  |       ✅ Odds salvas com sucesso
2025-08-21 11:12:57 | INFO     | fetch_and_save_odds  |    [35/84] Edward Gaming vs LGD Gaming
2025-08-21 11:12:57 | INFO     | fetch_and_save_odds  |       ✅ Odds salvas com sucesso
2025-08-21 11:12:57 | INFO     | fetch_and_save_odds  |    [36/84] CTBC Flying Oyster vs GAM Esports
2025-08-21 11:12:58 | INFO     | fetch_and_save_odds  |       ✅ Odds salvas com sucesso
2025-08-21 11:12:58 | INFO     | fetch_and_save_odds  |    [37/84] Misa Esports vs The Forbidden Five
2025-08-21 11:12:59 | INFO     | fetch_and_save_odds  |       ✅ Odds salvas com sucesso
2025-08-21 11:12:59 | INFO     | fetch_and_save_odds  |    [38/84] Bushido Wildcats vs Dark Passage
2025-08-21 11:12:59 | INFO     | fetch_and_save_odds  |       ✅ Odds salvas com sucesso
2025-08-21 11:13:00 | INFO     | fetch_and_save_odds  |    [39/84] Ici Japon Corp. Esport vs Team BDS.A
2025-08-21 11:13:00 | INFO     | fetch_and_save_odds  |       ✅ Odds salvas com sucesso
2025-08-21 11:13:00 | INFO     | fetch_and_save_odds  |    [40/84] Papara SuperMassive vs BoostGate Esports
2025-08-21 11:13:01 | INFO     | fetch_and_save_odds  |       ✅ Odds salvas com sucesso
2025-08-21 11:13:01 | INFO     | fetch_and_save_odds  |    [41/84] ULF Esports vs Besiktas Esports
2025-08-21 11:13:01 | INFO     | fetch_and_save_odds  |       ✅ Odds salvas com sucesso
2025-08-21 11:13:02 | INFO     | fetch_and_save_odds  |    [42/84] Gentle Mates vs BK ROG Esports
2025-08-21 11:13:02 | INFO     | fetch_and_save_odds  |       ✅ Odds salvas com sucesso
2025-08-21 11:13:03 | INFO     | fetch_and_save_odds  |    [43/84] Blue Otter vs Conviction
2025-08-21 11:13:03 | INFO     | fetch_and_save_odds  |       ✅ Odds salvas com sucesso
